SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
HERANBA,Heranba Industries Limited,EQ,5-Mar-21,10,1,INE694N01015,10
HERCULES,Hercules Hoists Limited,EQ,19-Feb-08,1,1,INE688E01024,1
HERITGFOOD,Heritage Foods Limited,EQ,27-Nov-96,5,1,INE978A01027,5
HEROMOTOCO,Hero MotoCorp Limited,EQ,11-Apr-03,2,1,INE158A01026,2
HESTERBIO,Hester Biosciences Limited,EQ,13-Mar-15,10,1,INE782E01017,10
HEXATRADEX,Hexa Tradex Limited,EQ,20-Apr-12,2,1,INE750M01017,2
HFCL,HFCL Limited,EQ,9-Mar-11,1,1,INE548A01028,1
HGINFRA,H.G. Infra Engineering Limited,EQ,9-Mar-18,10,1,INE926X01010,10
HGS,Hinduja Global Solutions Limited,EQ,19-Jun-07,10,1,INE170I01016,10
HIKAL,Hikal Limited,EQ,14-Feb-01,2,1,INE475B01022,2
HIL,HIL Limited,EQ,26-Apr-95,10,1,INE557A01011,10
HILTON,Hilton Metal Forging Limited,BE,24-May-07,10,1,INE788H01017,10
HIMATSEIDE,Himatsingka Seide Limited,EQ,8-Feb-95,5,1,INE049A01027,5
HINDALCO,Hindalco Industries Limited,EQ,8-Jan-97,1,1,INE038A01020,1
HINDCOMPOS,Hindustan Composites Limited,EQ,8-May-96,5,1,INE310C01029,5
HINDCON,Hindcon Chemicals Limited,EQ,5-Jul-21,10,1,INE642Y01011,10
HINDCOPPER,Hindustan Copper Limited,EQ,15-Sep-10,5,1,INE531E01026,5
HINDMOTORS,Hindustan Motors Limited,BE,21-Feb-11,5,1,INE253A01025,5
HINDNATGLS,Hindusthan National Glass & Industries Limited,EQ,15-Apr-09,2,1,INE952A01022,2
HINDOILEXP,Hindustan Oil Exploration Company Limited,EQ,23-Sep-03,10,1,INE345A01011,10
HINDPETRO,Hindustan Petroleum Corporation Limited,EQ,17-Jun-98,10,1,INE094A01015,10
HINDUNILVR,Hindustan Unilever Limited,EQ,6-Jul-95,1,1,INE030A01027,1
HINDZINC,Hindustan Zinc Limited,EQ,21-Nov-06,2,1,INE267A01025,2
HIRECT,Hind Rectifiers Limited,EQ,26-Dec-06,2,1,INE835D01023,2
HISARMETAL,Hisar Metal Industries Limited,EQ,5-Jan-17,10,1,INE598C01011,10
HITECH,Hi-Tech Pipes Limited,EQ,7-May-18,10,1,INE106T01017,10
HITECHCORP,Hitech Corporation Limited,EQ,20-Dec-07,10,1,INE120D01012,10
HITECHGEAR,The Hi-Tech Gears Limited,EQ,21-Jan-02,10,1,INE127B01011,10
HLEGLAS,HLE Glascoat Limited,EQ,22-Feb-21,10,1,INE461D01010,10
HLVLTD,HLV LIMITED,BE,19-Jul-95,2,1,INE102A01024,2
HMT,HMT Limited,BZ,29-Aug-03,10,1,INE262A01018,10
HMVL,Hindustan Media Ventures Limited,EQ,21-Jul-10,10,1,INE871K01015,10
HNDFDS,Hindustan Foods Limited,EQ,19-Aug-19,10,1,INE254N01018,10
HOMEFIRST,Home First Finance Company India Limited,EQ,3-Feb-21,2,1,INE481N01025,2
HONAUT,Honeywell Automation India Limited,EQ,18-Jul-03,10,1,INE671A01010,10
HONDAPOWER,Honda India Power Products Limited,EQ,1-Apr-03,10,1,INE634A01018,10
HOTELRUGBY,Hotel Rugby Limited,BE,3-Apr-96,10,1,INE275F01019,10
HOVS,HOV Services Limited,EQ,27-Sep-06,10,1,INE596H01014,10
HPL,HPL Electric & Power Limited,EQ,4-Oct-16,10,1,INE495S01016,10
HSCL,Himadri Speciality Chemical Limited,EQ,2-Mar-07,1,1,INE019C01026,1
HSIL,HSIL Limited,EQ,31-May-00,2,1,INE415A01038,2
HTMEDIA,HT Media Limited,EQ,1-Sep-05,2,1,INE501G01024,2
HUBTOWN,Hubtown Limited,EQ,7-Feb-07,10,1,INE703H01016,10
HUDCO,Housing & Urban Development Corporation Limited,EQ,19-May-17,10,1,INE031A01017,10
HUHTAMAKI,Huhtamaki India Limited,EQ,1-Oct-04,2,1,INE275B01026,2
IBREALEST,Indiabulls Real Estate Limited,EQ,23-Mar-07,2,1,INE069I01010,2
IBULHSGFIN,Indiabulls Housing Finance Limited,EQ,23-Jul-13,2,1,INE148I01020,2
ICDSLTD,ICDS Limited,BE,17-Nov-99,10,1,INE613B01010,10
ICEMAKE,Ice Make Refrigeration Limited,EQ,12-Oct-20,10,1,INE520Y01019,10
ICICIBANK,ICICI Bank Limited,EQ,17-Sep-97,2,1,INE090A01021,2
ICICIGI,ICICI Lombard General Insurance Company Limited,EQ,27-Sep-17,10,1,INE765G01017,10
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,EQ,29-Sep-16,10,1,INE726G01019,10
ICIL,Indo Count Industries Limited,EQ,12-Sep-05,2,1,INE483B01026,2
ICRA,ICRA Limited,EQ,13-Apr-07,10,1,INE725G01011,10
IDBI,IDBI Bank Limited,EQ,20-Sep-95,10,1,INE008A01015,10
IDEA,Vodafone Idea Limited,EQ,9-Mar-07,10,1,INE669E01016,10
IDFC,IDFC Limited,EQ,12-Aug-05,10,1,INE043D01016,10
IDFCFIRSTB,IDFC First Bank Limited,EQ,6-Nov-15,10,1,INE092T01019,10
IEX,Indian Energy Exchange Limited,EQ,23-Oct-17,1,1,INE022Q01020,1
IFBAGRO,IFB Agro Industries Limited,EQ,3-Apr-96,10,1,INE076C01018,10
IFBIND,IFB Industries Limited,EQ,29-Mar-95,10,1,INE559A01017,10
IFCI,IFCI Limited,EQ,26-Apr-95,10,1,INE039A01010,10
IFGLEXPOR,IFGL Refractories Limited,EQ,14-Nov-17,10,1,INE133Y01011,10
IGARASHI,Igarashi Motors India Limited,EQ,9-Oct-03,10,1,INE188B01013,10
IGL,Indraprastha Gas Limited,EQ,26-Dec-03,2,1,INE203G01027,2
IGPL,IG Petrochemicals Limited,EQ,29-Jan-07,10,1,INE204A01010,10
IHCL-RE,INDIAN HOTELS CO LTD-RE,BE,24-Nov-21,1,1,INE053A20011,1
IIFL,IIFL Finance Limited,EQ,17-May-05,2,1,INE530B01024,2
IIFLSEC,IIFL Securities Limited,EQ,20-Sep-19,2,1,INE489L01022,2
IIFLWAM,Iifl Wealth Management Limited,EQ,19-Sep-19,2,1,INE466L01020,2
IITL,Industrial Investment Trust Limited,BE,17-Aug-10,10,1,INE886A01014,10
IL&FSENGG,IL&FS Engineering and Construction Company Limited,BZ,25-Oct-07,10,1,INE369I01014,10
IL&FSTRANS,IL&FS Transportation Networks Limited,BZ,30-Mar-10,10,1,INE975G01012,10
IMAGICAA,Imagicaaworld Entertainment Limited,BE,6-Apr-15,10,1,INE172N01012,10
IMFA,Indian Metals & Ferro Alloys Limited,EQ,23-Jul-10,10,1,INE919H01018,10
IMPAL,India Motor Parts and Accessories Limited,EQ,7-Oct-05,10,1,INE547E01014,10
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,EQ,1-Jul-16,10,1,INE452L01012,10
INDBANK,Indbank Merchant Banking Services Limited,EQ,8-Oct-08,10,1,INE841B01017,10
INDHOTEL,The Indian Hotels Company Limited,EQ,3-Jul-96,1,1,INE053A01029,1
INDIACEM,The India Cements Limited,EQ,31-May-00,10,1,INE383A01012,10
INDIAGLYCO,India Glycols Limited,EQ,1-Jul-05,10,1,INE560A01015,10
INDIAMART,Indiamart Intermesh Limited,EQ,4-Jul-19,10,1,INE933S01016,10
INDIANB,Indian Bank,EQ,1-Mar-07,10,1,INE562A01011,10
INDIANCARD,Indian Card Clothing Company Limited,EQ,8-Jan-97,10,1,INE061A01014,10
INDIANHUME,Indian Hume Pipe Company Limited,EQ,30-Aug-95,2,1,INE323C01030,2
INDIGO,InterGlobe Aviation Limited,EQ,10-Nov-15,10,1,INE646L01027,10
INDIGOPNTS,Indigo Paints Limited,EQ,2-Feb-21,10,1,INE09VQ01012,10
INDLMETER,IMP Powers Limited,EQ,10-Jan-96,10,1,INE065B01013,10
INDNIPPON,India Nippon Electricals Limited,EQ,7-May-97,5,1,INE092B01025,5
INDOCO,Indoco Remedies Limited,EQ,14-Jan-05,2,1,INE873D01024,2
INDORAMA,Indo Rama Synthetics (India) Limited,EQ,20-Jun-03,10,1,INE156A01020,10
INDOSOLAR,Indosolar Limited,BZ,29-Sep-10,10,1,INE866K01015,10
INDOSTAR,IndoStar Capital Finance Limited,EQ,21-May-18,10,1,INE896L01010,10
INDOTECH,Indo Tech Transformers Limited,EQ,16-Mar-06,10,1,INE332H01014,10
INDOTHAI,Indo Thai Securities Limited,EQ,2-Nov-11,10,1,INE337M01013,10
INDOWIND,Indowind Energy Limited,EQ,14-Sep-07,10,1,INE227G01018,10
INDRAMEDCO,Indraprastha Medical Corporation Limited,EQ,17-Apr-97,10,1,INE681B01017,10
INDSWFTLAB,Ind-Swift Laboratories Limited,EQ,2-Jul-97,10,1,INE915B01019,10
INDSWFTLTD,Ind-Swift Limited,EQ,18-Oct-04,2,1,INE788B01028,2
INDTERRAIN,Indian Terrain Fashions Limited,EQ,11-Mar-11,2,1,INE611L01021,2
INDUSINDBK,IndusInd Bank Limited,EQ,28-Jan-98,10,1,INE095A01012,10
INDUSTOWER,Indus Towers Limited,EQ,28-Dec-12,10,1,INE121J01017,10
INEOSSTYRO,INEOS Styrolution India Limited,EQ,29-Mar-95,10,1,INE189B01011,10
INFIBEAM,Infibeam Avenues Limited,EQ,4-Apr-16,1,1,INE483S01020,1
INFOBEAN,InfoBeans Technologies Limited,EQ,15-Jul-19,10,1,INE344S01016,10
INFOMEDIA,Infomedia Press Limited,BE,12-Oct-06,10,1,INE669A01022,10
INFY,Infosys Limited,EQ,8-Feb-95,5,1,INE009A01021,5
INGERRAND,Ingersoll Rand (India) Limited,EQ,15-Apr-99,10,1,INE177A01018,10
INOXLEISUR,INOX Leisure Limited,EQ,23-Feb-06,10,1,INE312H01016,10
INOXWIND,Inox Wind Limited,EQ,9-Apr-15,10,1,INE066P01011,10
INSECTICID,Insecticides (India) Limited,EQ,30-May-07,10,1,INE070I01018,10
INSPIRISYS,Inspirisys Solutions Limited,EQ,30-Oct-06,10,1,INE020G01017,10
INTELLECT,Intellect Design Arena Limited,EQ,18-Dec-14,5,1,INE306R01017,5
INTENTECH,Intense Technologies Limited,EQ,23-Mar-17,2,1,INE781A01025,2
INTLCONV,International Conveyors Limited,EQ,16-Sep-21,1,1,INE575C01027,1
INVENTURE,Inventure Growth & Securities Limited,EQ,4-Aug-11,1,1,INE878H01024,1
IOB,Indian Overseas Bank,EQ,7-Dec-00,10,1,INE565A01014,10
IOC,Indian Oil Corporation Limited,EQ,24-Jul-96,10,1,INE242A01010,10
IOLCP,IOL Chemicals and Pharmaceuticals Limited,EQ,8-Nov-10,10,1,INE485C01011,10
IPCALAB,IPCA Laboratories Limited,EQ,8-Feb-95,2,1,INE571A01020,2
IPL,India Pesticides Limited,EQ,5-Jul-21,1,1,INE0D6701023,1
IRB,IRB Infrastructure Developers Limited,EQ,25-Feb-08,10,1,INE821I01014,10
IRCON,Ircon International Limited,EQ,28-Sep-18,2,1,INE962Y01021,2
IRCTC,Indian Railway Catering And Tourism Corporation Limited,EQ,14-Oct-19,2,1,INE335Y01020,2
IRFC,Indian Railway Finance Corporation Limited,EQ,29-Jan-21,10,1,INE053F01010,10
IRIS,Iris Business Services Limited,EQ,8-Nov-21,10,1,INE864K01010,10
IRISDOREME,Iris Clothings Limited,EQ,22-Feb-21,10,1,INE01GN01017,10
ISEC,ICICI Securities Limited,EQ,4-Apr-18,5,1,INE763G01038,5
ISFT,Intrasoft Technologies Limited,EQ,12-Apr-10,10,1,INE566K01011,10
ISGEC,Isgec Heavy Engineering Limited,EQ,5-May-21,1,1,INE858B01029,1
ISMTLTD,ISMT Limited,EQ,28-Aug-07,5,1,INE732F01019,5
ITC,ITC Limited,EQ,23-Aug-95,1,1,INE154A01025,1
ITDC,India Tourism Development Corporation Limited,EQ,30-Dec-16,10,1,INE353K01014,10
ITDCEM,ITD Cementation India Limited,EQ,10-Feb-99,1,1,INE686A01026,1
ITI,ITI Limited,EQ,15-Sep-03,10,1,INE248A01017,10
IVC,IL&FS Investment Managers Limited,EQ,15-Sep-99,2,1,INE050B01023,2
IVP,IVP Limited,EQ,13-Sep-95,10,1,INE043C01018,10
IWEL,Inox Wind Energy Limited,BE,11-Jun-21,10,1,INE0FLR01028,10
IZMO,IZMO Limited,EQ,5-Feb-07,10,1,INE848A01014,10
J&KBANK,The Jammu & Kashmir Bank Limited,EQ,22-Jul-98,1,1,INE168A01041,1
JAGRAN,Jagran Prakashan Limited,EQ,22-Feb-06,2,1,INE199G01027,2
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,EQ,1-Mar-00,5,1,INE048B01027,5
JAIBALAJI,Jai Balaji Industries Limited,EQ,9-Dec-03,10,1,INE091G01018,10
JAICORPLTD,Jai Corp Limited,EQ,26-Nov-97,1,1,INE070D01027,1
JAINSTUDIO,Jain Studios Limited,BZ,19-Nov-97,10,1,INE486B01011,10
JAIPURKURT,Nandani Creation Limited,EQ,2-Sep-21,10,1,INE696V01013,10
JAMNAAUTO,Jamna Auto Industries Limited,EQ,10-Dec-10,1,1,INE039C01032,1
JASH,Jash Engineering Limited,EQ,30-Oct-19,10,1,INE039O01011,10
JAYAGROGN,Jayant Agro Organics Limited,EQ,17-Apr-96,5,1,INE785A01026,5
JAYBARMARU,Jay Bharat Maruti Limited,EQ,3-Jan-96,5,1,INE571B01028,5
JAYNECOIND,Jayaswal Neco Industries Limited,BE,10-May-95,10,1,INE854B01010,10
JAYSREETEA,Jayshree Tea & Industries Limited,EQ,15-Feb-95,5,1,INE364A01020,5
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,EQ,29-Apr-03,2,1,INE572A01028,2
JBFIND,JBF Industries Limited,EQ,25-Feb-04,10,1,INE187A01017,10
JBMA,JBM Auto Limited,EQ,17-Dec-04,5,1,INE927D01028,5
JCHAC,Johnson Controls - Hitachi Air Conditioning India Limited,EQ,3-Jan-00,10,1,INE782A01015,10
JETAIRWAYS,Jet Airways (India) Limited,BZ,14-Mar-05,10,1,INE802G01018,10
JHS,JHS Svendgaard Laboratories Limited,EQ,21-Oct-06,10,1,INE544H01014,10
JINDALPHOT,Jindal Photo Limited,EQ,7-Apr-05,10,1,INE796G01012,10
JINDALPOLY,Jindal Poly Films Limited,EQ,21-Jan-02,10,1,INE197D01010,10
JINDALSAW,Jindal Saw Limited,EQ,29-Apr-03,2,1,INE324A01024,2
JINDALSTEL,Jindal Steel & Power Limited,EQ,29-Dec-99,1,1,INE749A01030,1
JINDRILL,Jindal Drilling And Industries Limited,EQ,22-Dec-06,5,1,INE742C01031,5
JINDWORLD,Jindal Worldwide Limited,EQ,25-Nov-10,1,1,INE247D01039,1
JISLDVREQS,Jain Irrigation Systems Limited,BE,30-Nov-11,2,1,IN9175A01010,2
JISLJALEQS,Jain Irrigation Systems Limited,EQ,13-Aug-01,2,1,INE175A01038,2
JITFINFRA,JITF Infralogistics Limited,BE,27-Feb-17,2,1,INE863T01013,2
JKCEMENT,JK Cement Limited,EQ,14-Mar-06,10,1,INE823G01014,10
JKIL,J.Kumar Infraprojects Limited,EQ,12-Feb-08,5,1,INE576I01022,5
JKLAKSHMI,JK Lakshmi Cement Limited,EQ,19-Jun-06,5,1,INE786A01032,5
JKPAPER,JK Paper Limited,EQ,16-Jun-05,10,1,INE789E01012,10
JKTYRE,JK Tyre & Industries Limited,EQ,19-Mar-07,2,1,INE573A01042,2
JMA,Jullundur Motor Agency (Delhi) Limited,EQ,16-Mar-15,2,1,INE412C01023,2
JMCPROJECT,JMC Projects (India)  Limited,EQ,26-Nov-07,2,1,INE890A01024,2
JMFINANCIL,JM Financial Limited,EQ,10-Oct-06,1,1,INE780C01023,1
JMTAUTOLTD,JMT Auto Limited,BZ,2-Apr-07,1,1,INE988E01036,1
JOCIL,Jocil Limited,EQ,8-Oct-08,10,1,INE839G01010,10
JPASSOCIAT,Jaiprakash Associates Limited,EQ,14-Jun-04,2,1,INE455F01025,2
JPINFRATEC,Jaypee Infratech Limited,EQ,21-May-10,10,1,INE099J01015,10
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,BE,11-Nov-13,10,1,INE147P01019,10
JPPOWER,Jaiprakash Power Ventures Limited,EQ,18-Apr-05,10,1,INE351F01018,10
JSL,Jindal Stainless Limited,EQ,17-Nov-03,2,1,INE220G01021,2
JSLHISAR,Jindal Stainless (Hisar) Limited,EQ,28-Jan-16,2,1,INE455T01018,2
JSWENERGY,JSW Energy Limited,BE,4-Jan-10,10,1,INE121E01018,10
JSWHL,JSW Holdings Limited,EQ,21-Jun-05,10,1,INE824G01012,10
JSWISPL,JSW Ispat Special Products Limited,EQ,12-Sep-18,10,1,INE743C01021,10
JSWSTEEL,JSW Steel Limited,EQ,23-Mar-05,1,1,INE019A01038,1
JTEKTINDIA,Jtekt India Limited,EQ,12-Jan-04,1,1,INE643A01035,1
JUBLFOOD,Jubilant Foodworks Limited,EQ,8-Feb-10,10,1,INE797F01012,10
JUBLINDS,Jubilant Industries Limited,EQ,14-Feb-11,10,1,INE645L01011,10
JUBLINGREA,Jubilant Ingrevia Limited,EQ,19-Mar-21,1,1,INE0BY001018,1
JUBLPHARMA,Jubilant Pharmova Limited,EQ,16-Jun-03,1,1,INE700A01033,1
JUMPNET,Jump Networks Limited,EQ,19-Aug-19,5,1,INE974C01022,5
JUSTDIAL,Just Dial Limited,EQ,5-Jun-13,10,1,INE599M01018,10
JYOTHYLAB,Jyothy Labs Limited,EQ,19-Dec-07,1,1,INE668F01031,1
JYOTISTRUC,Jyoti Structures Limited,BZ,19-Jul-95,2,1,INE197A01024,2
KABRAEXTRU,Kabra Extrusion Technik Limited,EQ,6-Sep-95,5,1,INE900B01029,5
KAJARIACER,Kajaria Ceramics Limited,EQ,1-Jun-04,1,1,INE217B01036,1
KAKATCEM,Kakatiya Cement Sugar & Industries Limited,EQ,13-Dec-95,10,1,INE437B01014,10
KALPATPOWR,Kalpataru Power Transmission Limited,EQ,15-Dec-00,2,1,INE220B01022,2
KALYANI,Kalyani Commercials Limited,BE,13-Feb-17,10,1,INE610E01010,10
KALYANIFRG,Kalyani Forge Limited,BE,20-Dec-07,10,1,INE314G01014,10
KALYANKJIL,Kalyan Jewellers India Limited,EQ,26-Mar-21,10,1,INE303R01014,10
KAMATHOTEL,Kamat Hotels (I) Limited,EQ,29-May-96,10,1,INE967C01018,10
KAMDHENU,Kamdhenu Limited,EQ,9-May-06,10,1,INE390H01012,10
KANANIIND,Kanani Industries Limited,EQ,14-Dec-11,1,1,INE879E01037,1
KANORICHEM,Kanoria Chemicals & Industries Limited,EQ,8-Feb-95,5,1,INE138C01024,5
KANPRPLA,Kanpur Plastipack Limited,EQ,1-Jan-21,10,1,INE694E01014,10
KANSAINER,Kansai Nerolac Paints Limited,EQ,15-Sep-03,1,1,INE531A01024,1
KAPSTON,Kapston Facilities Management Limited,EQ,27-May-20,10,1,INE542Z01010,10
KARDA,Karda Constructions Limited,EQ,2-Apr-18,1,1,INE278R01034,1
KARMAENG,Karma Energy Limited,EQ,28-Jun-11,10,1,INE725L01011,10
KARURVYSYA,Karur Vysya Bank Limited,EQ,26-Jul-00,2,1,INE036D01028,2
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,EQ,14-Dec-07,10,1,INE234I01010,10
KAVVERITEL,Kavveri Telecom Products Limited,BE,29-Jan-08,10,1,INE641C01019,10
KAYA,Kaya Limited,EQ,14-Aug-15,10,1,INE587G01015,10
KCP,KCP Limited,EQ,9-Apr-97,1,1,INE805C01028,1
KCPSUGIND,KCP Sugar and Industries Corporation Limited,EQ,11-Jun-97,1,1,INE790B01024,1
KDDL,KDDL Limited,EQ,23-Mar-16,10,1,INE291D01011,10
KEC,KEC International Limited,EQ,10-Mar-06,2,1,INE389H01022,2
KECL,Kirloskar Electric Company Limited,BE,9-Mar-10,10,1,INE134B01017,10
KEERTI,Keerti Knowledge and Skills Limited,EQ,13-Nov-20,10,1,INE586X01012,10
KEI,KEI Industries Limited,EQ,23-Mar-06,2,1,INE878B01027,2
KELLTONTEC,Kellton Tech Solutions Limited,EQ,2-Mar-16,5,1,INE164B01022,5
KENNAMET,Kennametal India Limited,EQ,3-Nov-94,10,1,INE717A01029,10
KERNEX,Kernex Microsystems (India) Limited,BE,20-Dec-05,10,1,INE202H01019,10
KESORAMIND,Kesoram Industries Limited,EQ,6-Sep-95,10,1,INE087A01019,10
KEYFINSERV,Keynote Financial Services Limited,EQ,26-Jun-96,10,1,INE681C01015,10
KHADIM,Khadim India Limited,EQ,14-Nov-17,10,1,INE834I01025,10
KHAICHEM,Khaitan Chemicals & Fertilizers Limited,EQ,30-Oct-20,1,1,INE745B01028,1
KHAITANLTD,Khaitan (India) Limited,BE,20-Dec-95,10,1,INE731C01018,10
KHANDSE,Khandwala Securities Limited,EQ,7-Feb-01,10,1,INE060B01014,10
KICL,Kalyani Investment Company Limited,EQ,14-Jan-11,10,1,INE029L01018,10
KILITCH,Kilitch Drugs (India) Limited,EQ,29-Sep-10,10,1,INE729D01010,10
KIMS,Krishna Institute of Medical Sciences Limited,EQ,28-Jun-21,10,1,INE967H01017,10
KINGFA,Kingfa Science & Technology (India) Limited,EQ,15-Nov-16,10,1,INE473D01015,10
KIOCL,KIOCL Limited,EQ,29-Nov-16,10,1,INE880L01014,10
KIRIINDUS,Kiri Industries Limited,EQ,22-Apr-08,10,1,INE415I01015,10
KIRLFER,Kirloskar Ferrous Industries Ltd,EQ,13-Nov-19,5,1,INE884B01025,5
KIRLOSBROS,Kirloskar Brothers Limited,EQ,20-Apr-10,2,1,INE732A01036,2
KIRLOSENG,Kirloskar Oil Engines Limited,EQ,24-Dec-10,2,1,INE146L01010,2
KIRLOSIND,Kirloskar Industries Limited,EQ,24-Jun-10,10,1,INE250A01039,10
KITEX,Kitex Garments Limited,EQ,25-Sep-12,1,1,INE602G01020,1
KKCL,Kewal Kiran Clothing Limited,EQ,13-Apr-06,10,1,INE401H01017,10
KMSUGAR,K.M.Sugar Mills Limited,EQ,31-May-07,2,1,INE157H01023,2
KNRCON,KNR Constructions Limited,EQ,18-Feb-08,2,1,INE634I01029,2
KOKUYOCMLN,Kokuyo Camlin Limited,EQ,28-Jul-08,1,1,INE760A01029,1
KOLTEPATIL,Kolte - Patil Developers Limited,EQ,13-Dec-07,10,1,INE094I01018,10
KOPRAN,Kopran Limited,EQ,9-Jun-99,10,1,INE082A01010,10
KOTAKBANK,Kotak Mahindra Bank Limited,EQ,20-Dec-95,5,1,INE237A01028,5
KOTARISUG,Kothari Sugars And Chemicals Limited,EQ,13-Dec-04,10,1,INE419A01022,10
KOTHARIPET,Kothari Petrochemicals Limited,EQ,2-Nov-96,10,1,INE720A01015,10
KOTHARIPRO,Kothari Products Limited,EQ,3-Jun-98,10,1,INE823A01017,10
KOVAI,Kovai Medical Center and Hospital Limited,EQ,5-Aug-21,10,1,INE177F01017,10
KPIGLOBAL,K.P.I. Global Infrastructure Limited,EQ,27-Jul-21,10,1,INE542W01017,10
KPITTECH,KPIT Technologies Limited,EQ,22-Apr-19,10,1,INE04I401011,10
KPRMILL,K.P.R. Mill Limited,EQ,28-Aug-07,1,1,INE930H01031,1
KRBL,KRBL Limited,EQ,21-Jan-02,1,1,INE001B01026,1
KREBSBIO,Krebs Biochemicals and Industries Limited,EQ,3-Jan-96,10,1,INE268B01013,10
KRIDHANINF,Kridhan Infra Limited,EQ,11-Dec-15,2,1,INE524L01026,2
KRISHANA,Krishana Phoschem Limited,EQ,22-Aug-19,10,1,INE506W01012,10
KRITI,Kriti Industries (India) Limited,EQ,1-Nov-21,1,1,INE479D01038,1
KRSNAA,Krsnaa Diagnostics Limited,EQ,16-Aug-21,5,1,INE08LI01020,5
KSB,Ksb Limited,EQ,8-Feb-95,10,1,INE999A01015,10
KSCL,Kaveri Seed Company Limited,EQ,4-Oct-07,2,1,INE455I01029,2
KSL,Kalyani Steels Limited,EQ,19-May-10,5,1,INE907A01026,5
KTKBANK,The Karnataka Bank Limited,EQ,10-May-00,10,1,INE614B01018,10
KUANTUM,Kuantum Papers Limited,EQ,23-Oct-19,1,1,INE529I01021,1
L&TFH,L&T Finance Holdings Limited,EQ,12-Aug-11,10,1,INE498L01015,10
LAGNAM,Lagnam Spintex Limited,EQ,30-Sep-21,10,1,INE548Z01017,10
LAKPRE,Lakshmi Precision Screws Limited,BZ,26-Sep-06,10,1,INE651C01018,10
LALPATHLAB,Dr. Lal Path Labs Ltd.,EQ,23-Dec-15,10,1,INE600L01024,10
LAMBODHARA,Lambodhara Textiles Limited,EQ,4-Feb-15,5,1,INE112F01022,5
LAOPALA,La Opala RG Limited,EQ,16-Mar-07,2,1,INE059D01020,2
LASA,Lasa Supergenerics Limited,EQ,21-Sep-17,10,1,INE670X01014,10
LATENTVIEW,Latent View Analytics Limited,EQ,23-Nov-21,1,1,INE0I7C01011,1
LAURUSLABS,Laurus Labs Limited,EQ,19-Dec-16,2,1,INE947Q01028,2
LAXMICOT,Laxmi Cotspin Limited,EQ,12-Nov-21,10,1,INE801V01019,10
LAXMIMACH,Lakshmi Machine Works Limited,EQ,29-Mar-95,10,1,INE269B01029,10
LCCINFOTEC,LCC Infotech Limited,EQ,2-Mar-00,2,1,INE938A01021,2
LEMONTREE,Lemon Tree Hotels Limited,EQ,9-Apr-18,10,1,INE970X01018,10
LFIC,Lakshmi Finance & Industrial Corporation Limited,EQ,15-Apr-15,10,1,INE850E01012,10
LGBBROSLTD,LG Balakrishnan & Bros Limited,EQ,30-Mar-10,10,1,INE337A01034,10
LGBFORGE,LGB Forge Limited,EQ,1-Aug-08,1,1,INE201J01017,1
LIBAS,Libas Consumer Products Limited,EQ,23-Jul-19,10,1,INE908V01012,10
LIBERTSHOE,Liberty Shoes Limited,EQ,27-Sep-95,10,1,INE557B01019,10
LICHSGFIN,LIC Housing Finance Limited,EQ,29-Jul-98,2,1,INE115A01026,2
LIKHITHA,Likhitha Infrastructure Limited,EQ,15-Oct-20,10,1,INE060901019,10
LINCOLN,Lincoln Pharmaceuticals Limited,EQ,17-Dec-15,10,1,INE405C01035,10
LINCPEN,Linc Pen & Plastics Limited,EQ,9-Mar-15,10,1,INE802B01019,10
LINDEINDIA,Linde India Limited,EQ,16-Jun-99,10,1,INE473A01011,10
LODHA,Macrotech Developers Limited,EQ,19-Apr-21,10,1,INE670K01029,10
LOKESHMACH,Lokesh Machines Limited,EQ,5-May-06,10,1,INE397H01017,10
LOTUSEYE,Lotus Eye Hospital and Institute Limited,EQ,11-Jul-08,10,1,INE947I01017,10
LOVABLE,Lovable Lingerie Limited,EQ,24-Mar-11,10,1,INE597L01014,10
LPDC,Landmark Property Development Company Limited,EQ,12-Aug-08,1,1,INE197J01017,1
LSIL,Lloyds Steels Industries Limited,EQ,18-Jul-16,1,1,INE093R01011,1
LT,Larsen & Toubro Limited,EQ,23-Jun-04,2,1,INE018A01030,2
LTI,Larsen & Toubro Infotech Limited,EQ,21-Jul-16,1,1,INE214T01019,1
LTTS,L&T Technology Services Limited,EQ,23-Sep-16,2,1,INE010V01017,2
LUMAXIND,Lumax Industries Limited,EQ,6-Sep-95,10,1,INE162B01018,10
LUMAXTECH,Lumax Auto Technologies Limited,EQ,16-Jan-07,2,1,INE872H01027,2
LUPIN,Lupin Limited,EQ,10-Sep-01,2,1,INE326A01037,2
LUXIND,Lux Industries Limited,EQ,30-Nov-15,2,1,INE150G01020,2
LXCHEM,Laxmi Organic Industries Limited,EQ,25-Mar-21,2,1,INE576O01020,2
LYKALABS,Lyka Labs Limited,EQ,8-Feb-95,10,1,INE933A01014,10
